245 4962230 3764500 580062
246 5022992 3810775 585316
247 5084248 3857189 590593
248 5146000 3902929 595883
249 5208250 3949655 601210
250 5271000 3997351 606552
251 5334252 4044909 611947
252 5398008 4092719 617341
253 5462270 4141362 622770
254 5527040 4190290 628238
255 5592320 4239149 633717
256 5658112 4286243 639163
257 5724418 4337633 644711
258 5791240 4387848 650265
259 5858580 4437961 655841
260 5926440 4489972 661485
261 5994822 4540687 667145
262 6063728 4593786 672799
263 6133160 4645920 678485
264 6203120 4697642 684213
265 6273610 4751749 689951
266 6344632 4806064 695737
267 6416188 4860159 701509
268 6488280 4914678 707317
269 6560910 4970467 713177
270 6634080 5024690 719057
271 6707792 5082125 724969
272 6782048 5137934 730907
273 6856850 5194055 736859
274 6932200 5250648 742865
275 7008100 5307521 748865
276 7084552 5365117 754903
277 7161558 5423944 760963
278 7239120 5483766 767073
279 7317240 5541715 773241
280 7395920 5601129 779389
281 7475162 5662023 785577
282 7554968 5721394 791783
283 7635340 5782279 798013
284 7716280 5843479 804261
285 7797790 5905823 810535
286 7879872 5968390 816839
287 7962528 6030508 823157
288 8045760 6094173 829549
289 8129570 6157569 835929
290 8213960 6222116 842359
291 8298932 6287582 848801
292 8384488 6351123 855293
293 8470630 6417211 861815
294 8557360 6481464 868329
295 8644680 6546379 874883
296 8732592 6612097 881457
297 8821098 6678870 888073
298 8910200 6746824 894725
299 8999900 6813635 901373
300 9090200 6882552 908069
301 9181102 6951273 914801
302 9272608 7019498 921523
303 9364720 7088433 928269
304 9457440 7158810 935031
305 9550770 7230236 941831
306 9644712 7301601 948707
307 9739268 7373793 955593
308 9834440 7445940 962483
309 9930230 7519738 969353
310 10026640 7592483 976301
311 10123672 7666855 983263
312 10221328 7740881 990267
313 10319610 7814612 997309
314 10418520 7887544 1004365
315 10518060 7963321 1011455
316 10618232 8038086 1018541
317 10719038 8114363 1025683
318 10820480 8191045 1032855
319 10922560 8268482 1040047
320 11025280 8347140 1047271
321 11128642 8426321 1054513
322 11232648 8505057 1061799
323 11337300 8582352 1069073
324 11442600 8661884 1076363
325 11548550 8741842 1083717
326 11655152 8822978 1091127
327 11762408 8904487 1098549
328 11870320 8983459 1105973
329 11978890 9063445 1113403
330 12088120 9144125 1120921
331 12198012 9225287 1128421
332 12308568 9309349 1135957
333 12419790 9390571 1143543
334 12531680 9475909 1151181
335 12644240 9560857 1158809
336 12757472 9645406 1166443
337 12871378 9730402 1174145
338 12985960 9818309 1181857
339 13101220 9903276 1189609
340 13217160 9989599 1197393
341 13333782 10076969 1205189
342 13451088 10165881 1212999
343 13569080 10256052 1220825
344 13687760 10345978 1228705
345 13807130 10434369 1236565
346 13927192 10525561 1244475
347 14047948 10615177 1252425
348 14169400 10706618 1260401
349 14291550 10800125 1268399
350 14414400 10891475 1276471
351 14537952 10987069 1284549
352 14662208 11079181 1292643
353 14787170 11173615 1300709
354 14912840 11267096 1308857
355 15039220 11362141 1317017
356 15166312 11458142 1325221
357 15294118 11554471 1333461
358 15422640 11650654 1341709
359 15551880 11748012 1349979
360 15681840 11843931 1358239
361 15812522 11943200 1366563
362 15943928 12040495 1374957
363 16076060 12140472 1383367
364 16208920 12241870 1391791
365 16342510 12343825 1400235
366 16476832 12444140 1408713
367 16611888 12544589 1417213
368 16747680 12645221 1425729
369 16884210 12748661 1434285
370 17021480 12852257 1442873
371 17159492 12954802 1451461
372 17298248 13058663 1460121
373 17437750 13163332 1468799
374 17578000 13270866 1477471
375 17719000 13377815 1486179
376 17860752 13485276 1494919
377 18003258 13592060 1503685
378 18146520 13702846 1512503
379 18290540 13810866 1521315
380 18435320 13918987 1530163
381 18580862 14028777 1539037
382 18727168 14140248 1547927
383 18874240 14251651 1556895
384 19022080 14361949 1565857
385 19170690 14473728 1574831
386 19320072 14585933 1583845
387 19470228 14698294 1592869
388 19621160 14810403 1601939
389 19772870 14924404 1611041
390 19925360 15038058 1620141
391 20078632 15150994 1629287
392 20232688 15264185 1638467
393 20387530 15381640 1647705
394 20543160 15496777 1656943
395 20699580 15613880 1666191
396 20856792 15730768 1675535
397 21014798 15848561 1684879
398 21173600 15968607 1694237
399 21333200 16089587 1703627
400 21493600 16211600 1713049
401 21654802 16332552 1722493
402 21816808 16454415 1731957
403 21979620 16576686 1741465
404 22143240 16699756 1750975
405 22307670 16824376 1760559
406 22472912 16948738 1770139
407 22638968 17074135 1779745
408 22805840 17199480 1789395
409 22973530 17323319 1799085
410 23142040 17450621 1808771
411 23311372 17575795 1818485
412 23481528 17701488 1828281
413 23652510 17831551 1838083
414 23824320 17959542 1847869
415 23996960 18087921 1857733
416 24170432 18219829 1867615
417 24344738 18349260 1877497
418 24519880 18481443 1887387
419 24695860 18614286 1897365
420 24872680 18747064 1907353
421 25050342 18881004 1917299
422 25228848 19016301 1927321
423 25408200 19151142 1937339
424 25588400 19287763 1947443
425 25769450 19426616 1957529
426 25951352 19565360 1967657
427 26134108 19703491 1977817
428 26317720 19839993 1988009
429 26502190 19980317 1998195
430 26687520 20117261 2008451
431 26873712 20258930 2018739
432 27060768 20399150 2029029
433 27248690 20541730 2039343
434 27437480 20683802 2049721
435 27627140 20827199 2060099
436 27817672 20972452 2070515
437 28009078 21117490 2080929
438 28201360 21260895 2091393
439 28394520 21407580 2101925
440 28588560 21552397 2112441
441 28783482 21696194 2122999
442 28979288 21842705 2133601
443 29175980 21990587 2144217
444 29373560 22142097 2154869
445 29572030 22288483 2165525
446 29771392 22438748 2176173
447 29971648 22588056 2186883
448 30172800 22739294 2197631
449 30374850 22893838 2208435
450 30577800 23048969 2219187
451 30781652 23200402 2229993
452 30986408 23355715 2240825
453 31192070 23507474 2251733
454 31398640 23662766 2262627
455 31606120 23818986 2273551
456 31814512 23971565 2284529
457 32023818 24132176 2295547
458 32234040 24294459 2306537
459 32445180 24453454 2317529
460 32657240 24615477 2328597
461 32870222 24776272 2339723
462 33084128 24938582 2350903
463 33298960 25098805 2362103
464 33514720 25260809 2373267
465 33731410 25422542 2384447
466 33949032 25585895 2395733
467 34167588 25748427 2407009
468 34387080 25914441 2418305
469 34607510 26080876 2429667
470 34828880 26247944 2441057
471 35051192 26415707 2452431
472 35274448 26583166 2463817
473 35498650 26752456 2475239
474 35723800 26917254 2486749
475 35949900 27085516 2498227
476 36176952 27253771 2509769
477 36404958 27423257 2521333
478 36633920 27596524 2532909
479 36863840 27770529 2544553
480 37094720 27944062 2556205
481 37326562 28121071 2567853
482 37559368 28295805 2579535
483 37793140 28471656 2591257
484 38027880 28648698 2603055
485 38263590 28821971 2614899
486 38500272 28999079 2626701
487 38737928 29175802 2638531
488 38976560 29353720 2650353
489 39216170 29535501 2662277
490 39456760 29717589 2674163
491 39698332 29900158 2686111
492 39940888 30079900 2698063
493 40184430 30264106 2710029
494 40428960 30449583 2722045
495 40674480 30633162 2734087
496 40920992 30815465 2746185
497 41168498 31001538 2758313
498 41417000 31185950 2770455
499 41666500 31370337 2782635
500 41917000 31558076 2794851
501 42168502 31745715 2807027
502 42421008 31936867 2819285
503 42674520 32127110 2831573
504 42929040 32319502 2843897
505 43184570 32510636 2856215
506 43441112 32704496 2868545
507 43698668 32895843 2880959
508 43957240 33092930 2893367
509 44216830 33286375 2905821
510 44477440 33485873 2918291
511 44739072 33682421 2930813
512 45001728 33882919 2943325
513 45265410 34083311 2955898
514 45530120 34279829 2968476
515 45795860 34478363 2981099
516 46062632 34679548 2993741
517 46330438 34883786 3006378
518 46599280 35082913 3019058
519 46869160 35287867 3031785
520 47140080 35494875 3044583
521 47412042 35700917 3057364
522 47685048 35905974 3070180
523 47959100 36111397 3083039
524 48234200 36318893 3095915
525 48510350 36527973 3108830
526 48787552 36740095 3121792
527 49065808 36952584 3134781
528 49345120 37161801 3147785
529 49625490 37368765 3160832
530 49906920 37583016 3173856
531 50189412 37797816 3186919
532 50472968 38007673 3200047
533 50757590 38223471 3213210
534 51043280 38438719 3226434
535 51330040 38652231 3239661
536 51617872 38869511 3252927
537 51906778 39086585 3266176
538 52196760 39301718 3279506
539 52487820 39522753 3292855
540 52779960 39740504 3306207
541 53073182 39965419 3319600
542 53367488 40185300 3332996
543 53662880 40407247 3346465
544 53959360 40630767 3359965
545 54256930 40859235 3373502
546 54555592 41080064 3387032
547 54855348 41304917 3400631
548 55156200 41531144 3414253
549 55458150 41758006 3427880
550 55761200 41983643 3441516
551 56065352 42215681 3455229
552 56370608 42442160 3468981
553 56676970 42673739 3482766
554 56984440 42904939 3496598
555 57293020 43136951 3510417
556 57602712 43361478 3524273
557 57913518 43596514 3538208
558 58225440 43831777 3552110
559 58538480 44069395 3566069
560 58852640 44309013 3580057
561 59167922 44548209 3594066
562 59484328 44787053 3608124
563 59801860 45025679 3622237
564 60120520 45264625 3636377
565 60440310 45504971 3650556
566 60761232 45747105 3664716
567 61083288 45987297 3678881
568 61406480 46228416 3693105
569 61730810 46476735 3707360
570 62056280 46719745 3721618
571 62382892 46969399 3735883
572 62710648 47217469 3750203
573 63039550 47462277 3764526
574 63369600 47706810 3778896
575 63700800 47957166 3793321
576 64033152 48206426 3807765
577 64366658 48457754 3822244
578 64701320 48711059 3836718
579 65037140 48967993 3851231
580 65374120 49222290 3865773
581 65712262 49472644 3880358
582 66051568 49727406 3895032
583 66392040 49979507 3909657
584 66733680 50236857 3924299
585 67076490 50494752 3939006
586 67420472 50755520 3953696
587 67765628 51012805 3968493
588 68111960 51269089 3983317
589 68459470 51529573 3998190
590 68808160 51790211 4013040
591 69158032 52049450 4027935
592 69509088 52314685 4042857
593 69861330 52580956 4057788
594 70214760 52847005 4072766
595 70569380 53110363 4087739
596 70925192 53376504 4102753
597 71282198 53646180 4117784
598 71640400 53916127 4132910
599 71999800 54186015 4148099
600 72360400 54458006 4163221
601 72722202 54729688 4178438
602 73085208 55000536 4193658
603 73449420 55273545 4208933
604 73814840 55549614 4224257
605 74181470 55826578 4239540
606 74549312 56106611 4254908
607 74918368 56380292 4270237
608 75288640 56656891 4285671
609 75660130 56938148 4301048
610 76032840 57215903 4316516
611 76406772 57495447 4331997
612 76781928 57778665 4347519
613 77158310 58062279 4363070
614 77535920 58341391 4378710
615 77914760 58620919 4394339
616 78294832 58902789 4409883
617 78676138 59189919 4425556
618 79058680 59480541 4441272
619 79442460 59768119 4456993
620 79827480 60057229 4472825
621 80213742 60347568 4488610
622 80601248 60642085 4504380
623 80990000 60934809 4520279
624 81380000 61227451 4536171
625 81771250 61521472 4552068
626 82163752 61817507 4567994
627 82557508 62114989 4583971
628 82952520 62415133 4599977
629 83348790 62714106 4616002
630 83746320 63015503 4632086
631 84145112 63316318 4648205
632 84545168 63617544 4664309
633 84946490 63924089 4680420
634 85349080 64224787 4696596
635 85752940 64528287 4712815
636 86158072 64833134 4729059
637 86564478 65137076 4745294
638 86972160 65440598 4761596
639 87381120 65748566 4777915
640 87791360 66053098 4794261
641 88202882 66362873 4810640
642 88615688 66668359 4827062
643 89029780 66975961 4843509
644 89445160 67291109 4859993
645 89861830 67601151 4876460
646 90279792 67917778 4892940
647 90699048 68238148 4909529
648 91119600 68552903 4926123
649 91541450 68867371 4942762
650 91964600 69184994 4959470
651 92389052 69505879 4976137
652 92814808 69822185 4992809
653 93241870 70143286 5009588
654 93670240 70469788 5026378
655 94099920 70791632 5043171
656 94530912 71117931 5060053
657 94963218 71439846 5076914
658 95396840 71766954 5093812
659 95831780 72097726 5110757
660 96268040 72430679 5127709
661 96705622 72762346 5144718
662 97144528 73091985 5161754
663 97584760 73418240 5178879
664 98026320 73749986 5195937
665 98469210 74081073 5213084
666 98913432 74418076 5230228
667 99358988 74753380 5247337
668 99805880 75088526 5264559
669 100254110 75424179 5281780
670 100703680 75758939 5299080
671 101154592 76097427 5316405
672 101606848 76440545 5333731
673 102060450 76781691 5351064
674 102515400 77125393 5368510
675 102971700 77468070 5385935
676 103429352 77812237 5403337
677 103888358 78155945 5420850
678 104348720 78504355 5438336
679 104810440 78851662 5455911
680 105273520 79200791 5473557
681 105737962 79550429 5491144
682 106203768 79899436 5508732
683 106670940 80252930 5526401
684 107139480 80608477 5544081
685 107609390 80963363 5561800
686 108080672 81319921 5579518
687 108553328 81678508 5597243
688 109027360 82035200 5615065
689 109502770 82388655 5632950
690 109979560 82743348 5650792
691 110457732 83101613 5668729
692 110937288 83457969 5686709
693 111418230 83817690 5704702
694 111900560 84182940 5722718
695 112384280 84544729 5740747
696 112869392 84906728 5758799
697 113355898 85269327 5776886
698 113843800 85635620 5794970
699 114333100 86005429 5813117
700 114823800 86378925 5831317
701 115315902 86749315 5849544
702 115809408 87121786 5867816
703 116304320 87495206 5886093
704 116800640 87864424 5904401
705 117298370 88240747 5922732
706 117797512 88614675 5941126
707 118298068 88990365 5959517
708 118800040 89367237 5977919
709 119303430 89747079 5996382
710 119808240 90123297 6014900
711 120314472 90505047 6033437
712 120822128 90888522 6052013
713 121331210 91274006 6070566
714 121841720 91656701 6089206
715 122353660 92046301 6107825
716 122867032 92425322 6126523
717 123381838 92811548 6145180
718 123898080 93195865 6163888
719 124415760 93575729 6182625
720 124934880 93965755 6201423
721 125455442 94351430 6220248
722 125977448 94741674 6239108
723 126500900 95141331 6257949
724 127025800 95536316 6276847
725 127552150 95938959 6295778
726 128079952 96332580 6314676
727 128609208 96724676 6333649
728 129139920 97127944 6352719
729 129672090 97524025 6371804
730 130205720 97919676 6390934
731 130740812 98323480 6410069
732 131277368 98725948 6429261
733 131815390 99131243 6448442
734 132354880 99542280 6467642
735 132895840 99949514 6486919
736 133438272 100360868 6506197
737 133982178 100770236 6525466
738 134527560 101173917 6544798
739 135074420 101586510 6564129
740 135622760 102000346 6583501
741 136172582 102417776 6602922
742 136723888 102829362 6622424
743 137276680 103243395 6641905
744 137830960 103655263 6661379
745 138386730 104072347 6680922
746 138943992 104492380 6700446
747 139502748 104914814 6720017
748 140063000 105334323 6739589
749 140624750 105754301 6759252
750 141188000 106176292 6778966
751 141752752 106598074 6798685
752 142319008 107019194 6818459
753 142886770 107438779 6838246
754 143456040 107867154 6858088
755 144026820 108299541 6877879
756 144599112 108735235 6897713
757 145172918 109168980 6917606
758 145748240 109605536 6937542
759 146325080 110043028 6957497
760 146903440 110475636 6977483
761 147483322 110909950 6997488
762 148064728 111354436 7017558
763 148647660 111788705 7037637
764 149232120 112222315 7057711
765 149818110 112657778 7077856
766 150405632 113105659 7097984
767 150994688 113547717 7118185
768 151585280 113991223 7138405
769 152177410 114428093 7158682
770 152771080 114867626 7178992
771 153366292 115309778 7199319
772 153963048 115760342 7219681
773 154561350 116218971 7240042
774 155161200 116673467 7260466
775 155762600 117130400 7280923
776 156365552 117581206 7301447
777 156970058 118040294 7321922
778 157576120 118487300 7342442
779 158183740 118942292 7363073
780 158792920 119400585 7383671
781 159403662 119863389 7404274
782 160015968 120324308 7424972
783 160629840 120788101 7445687
784 161245280 121258090 7466459
785 161862290 121720067 7487192
786 162480872 122189639 7507984
787 163101028 122652809 7528879
788 163722760 123115054 7549699
789 164346070 123581055 7570498
790 164970960 124056498 7591432
791 165597432 124526430 7612379
792 166225488 124997097 7633301
793 166855130 125469730 7654306
794 167486360 125937073 7675364
795 168119180 126409798 7696491
796 168753592 126888806 7717545
797 169389598 127362378 7738636
798 170027200 127847190 7759796
799 170666400 128332314 7780997
800 171307200 128808319 7802233
801 171949602 129290532 7823456
802 172593608 129769903 7844722
803 173239220 130254258 7866095
804 173886440 130740307 7887485
805 174535270 131229690 7908904
806 175185712 131722071 7930292
807 175837768 132209528 7951701
808 176491440 132708362 7973165
809 177146730 133198498 7994610
810 177803640 133688584 8016136
811 178462172 134189241 8037665
812 179122328 134688507 8059191
813 179784110 135188341 8080812
814 180447520 135690280 8102560
815 181112560 136186705 8124275
816 181779232 136680551 8146077
817 182447538 137178867 8167864
818 183117480 137684149 8189630
819 183789060 138192807 8211395
820 184462280 138692869 8233201
821 185137142 139198557 8255048
822 185813648 139708052 8276916
823 186491800 140215839 8298915
824 187171600 140729086 8320873
825 187853050 141239625 8342846
826 188536152 141756133 8364848
827 189220908 142275608 8386945
828 189907320 142797023 8409035
829 190595390 143314558 8431086
830 191285120 143830416 8453238
831 191976512 144350966 8475405
832 192669568 144875968 8497561
833 193364290 145399608 8519836
834 194060680 145930342 8542088
835 194758740 146454037 8564383
836 195458472 146976588 8586765
837 196159878 147506201 8609168
838 196862960 148031477 8631576
839 197567720 148561670 8654041
840 198274160 149084416 8676527
841 198982282 149615084 8698962
842 199692088 150152511 8721420
843 200403580 150691745 8743961
844 201116760 151226373 8766485
845 201831630 151769402 8789078
846 202548192 152303930 8811736
847 203266448 152842114 8834399
848 203986400 153387451 8857135
849 204708050 153929575 8879806
850 205431400 154476914 8902568
851 206156452 155022416 8925367
852 206883208 155564611 8948169
853 207611670 156113523 8971054
854 208341840 156667989 8993850
855 209073720 157213914 9016773
856 209807312 157761822 9039733
857 210542618 158311704 9062708
858 211279640 158862067 9085706
859 212018380 159413397 9108755
860 212758840 159965457 9131789
861 213501022 160521328 9154876
862 214244928 161080966 9178040
863 214990560 161632316 9201209
864 215737920 162194176 9224415
865 216487010 162751009 9247682
866 217237832 163317666 9270958
867 217990388 163886147 9294237
868 218744680 164454424 9317537
869 219500710 165023111 9340870
870 220258480 165598303 9364224
871 221017992 166174122 9387657
872 221779248 166744656 9411139
873 222542250 167318366 9434580
874 223307000 167898564 9458056
875 224073500 168471237 9481601
876 224841752 169055658 9505113
877 225611758 169636895 9528742
878 226383520 170219424 9552376
879 227157040 170796076 9576009
880 227932320 171384623 9599621
881 228709362 171976268 9623342
882 229488168 172566164 9647108
883 230268740 173147818 9670815
884 231051080 173737634 9694609
885 231835190 174331234 9718470
886 232621072 174920608 9742312
887 233408728 175500224 9766163
888 234198160 176093062 9790073
889 234989370 176690557 9814032
890 235782360 177285327 9837978
891 236577132 177883337 9861955
892 237373688 178483755 9885951
893 238172030 179076912 9910042
894 238972160 179673753 9934152
895 239774080 180280108 9958295
896 240577792 180879672 9982495
897 241383298 181489529 10006714
898 242190600 182095354 10030904
899 242999700 182711190 10055185
900 243810600 183315328 10079421
901 244623302 183920600 10103756
902 245437808 184535411 10128134
903 246254120 185147474 10152527
904 247072240 185775983 10176875
905 247892170 186388800 10201332
906 248713912 186999740 10225796
907 249537468 187621272 10250343
908 250362840 188243038 10274863
909 251190030 188863452 10299434
910 252019040 189489009 10324060
911 252849872 190115457 10348685
912 253682528 190742329 10373351
913 254517010 191366362 10398024
914 255353320 191997191 10422764
915 256191460 192626846 10447571
916 257031432 193253440 10472369
917 257873238 193892429 10497210
918 258716880 194522375 10522132
919 259562360 195155062 10547063
920 260409680 195785364 10572005
921 261258842 196426293 10596994
922 262109848 197073653 10621940
923 262962700 197712655 10646919
924 263817400 198345784 10671985
925 264673950 198998421 10697116
926 265532352 199639881 10722202
927 266392608 200284819 10747347
928 267254720 200938649 10772525
929 268118690 201592182 10797660
930 268984520 202247553 10822818
931 269852212 202898315 10848127
932 270721768 203556138 10873417
933 271593190 204208498 10898712
934 272466480 204867667 10924020
935 273341640 205528860 10949397
936 274218672 206182192 10974803
937 275097578 206844193 11000190
938 275978360 207512552 11025666
939 276861020 208177748 11051165
940 277745560 208848159 11076723
941 278631982 209511900 11102338
942 279520288 210174939 11127914
943 280410480 210853811 11153515
944 281302560 211521605 11179167
945 282196530 212194847 11204814
946 283092392 212868493 11230556
947 283990148 213540337 11256249
948 284889800 214213391 11282065
949 285791350 214889346 11307852
950 286694800 215565319 11333706
951 287600152 216247170 11359597
952 288507408 216924973 11385497
953 289416570 217601478 11411420
954 290327640 218275754 11437390
955 291240620 218958712 11463371
956 292155512 219640104 11489349
957 293072318 220328555 11515372
958 293991040 221011792 11541408
959 294911680 221700082 11567571
960 295834240 222390201 11593713
961 296758722 223081825 11619878
962 297685128 223777046 11646038
963 298613460 224475711 11672319
964 299543720 225173693 11698609
965 300475910 225868927 11724934
966 301410032 226578947 11751268
967 302346088 227291508 11777607
968 303284080 227991962 11804029
969 304224010 228696134 11830546
970 305165880 229399637 11857008
971 306109692 230101218 11883475
972 307055448 230812278 11909995
973 308003150 231523213 11936518
974 308952800 232241330 11963142
975 309904400 232963681 11989803
976 310857952 233676464 12016393
977 311813458 234388896 12043110
978 312770920 235116514 12069800
979 313730340 235850985 12096589
980 314691720 236562915 12123331
981 315655062 237282480 12150108
982 316620368 238008487 12176958
983 317587640 238732515 12203807
984 318556880 239464459 12230691
985 319528090 240198070 12257606
986 320501272 240943763 12284588
987 321476428 241678982 12311541
988 322453560 242412263 12338499
989 323432670 243146842 12365506
990 324413760 243885596 12392582
991 325396832 244624346 12419685
992 326381888 245361371 12446851
993 327368930 246101922 12474056
994 328357960 246851829 12501234
995 329348980 247586937 12528477
996 330341992 248342127 12555721
997 331336998 249094682 12583092
998 332334000 249846723 12610426
999 333333000 250606314 12637841
